"Ensembl_gene_identifier","GENEID"
"ENSG00000162419","GMEB1"
"ENSG00000162426","SLC45A1"
"ENSG00000162430","SELENON"
"ENSG00000162433","AK4"
"ENSG00000162434","JAK1"
"ENSG00000162437","RAVER2"
"ENSG00000162438","CTRC"
"ENSG00000162441","LZIC"
"ENSG00000162444","RBP7"
"ENSG00000162456","KNCN"
"ENSG00000162458","FBLIM1"
"ENSG00000162460","TMEM82"
"ENSG00000162461","SLC25A34"
"ENSG00000162482","AKR7A3"
"ENSG00000162490","DRAXIN"
"ENSG00000162493","PDPN"
"ENSG00000162494","LRRC38"
"ENSG00000162496","DHRS3"
"ENSG00000162510","MATN1"
"ENSG00000162511","LAPTM5"
"ENSG00000162512","SDC3"
"ENSG00000162517","PEF1"
"ENSG00000162520","SYNC"
"ENSG00000162521","RBBP4"
"ENSG00000162522","KIAA1522"
"ENSG00000162526","TSSK3"
"ENSG00000162542","TMCO4"
"ENSG00000162543","UBXN10"
"ENSG00000162545","CAMK2N1"
"ENSG00000162551","ALPL"
"ENSG00000162552","WNT4"
"ENSG00000162571","TTLL10"
"ENSG00000162572","SCNN1D"
"ENSG00000162576","MXRA8"
"ENSG00000162585","FAAP20"
"ENSG00000162591","MEGF6"
"ENSG00000162592","CCDC27"
"ENSG00000162594","IL23R"
"ENSG00000162595","DIRAS3"
"ENSG00000162598","C1orf87"
"ENSG00000162599","NFIA"
"ENSG00000162600","OMA1"
"ENSG00000162601","MYSM1"
"ENSG00000162604","TM2D1"
"ENSG00000162607","USP1"
"ENSG00000162613","FUBP1"
"ENSG00000162614","NEXN"
"ENSG00000162616","DNAJB4"
"ENSG00000162618","ADGRL4"
"ENSG00000162620","LRRIQ3"
"ENSG00000162621","LRRC53"
"ENSG00000162623","TYW3"
"ENSG00000162624","LHX8"
"ENSG00000162627","SNX7"
"ENSG00000162630","B3GALT2"
"ENSG00000162631","NTNG1"
"ENSG00000162636","FAM102B"
"ENSG00000162639","HENMT1"
"ENSG00000162641","AKNAD1"
"ENSG00000162642","C1orf52"
"ENSG00000162643","DNAI3"
"ENSG00000162645","GBP2"
"ENSG00000162650","ATXN7L2"
"ENSG00000162654","GBP4"
"ENSG00000162664","ZNF326"
"ENSG00000162669","HFM1"
"ENSG00000162670","BRINP3"
"ENSG00000162676","GFI1"
"ENSG00000162687","KCNT2"
"ENSG00000162688","AGL"
"ENSG00000162692","VCAM1"
"ENSG00000162694","EXTL2"
"ENSG00000162695","SLC30A7"
"ENSG00000162702","ZNF281"
"ENSG00000162704","ARPC5"
"ENSG00000162706","CADM3"
"ENSG00000162711","NLRP3"
"ENSG00000162714","ZNF496"
"ENSG00000162722","TRIM58"
"ENSG00000162723","SLAMF9"
"ENSG00000162727","OR2M5"
"ENSG00000162728","KCNJ9"
"ENSG00000162729","IGSF8"
"ENSG00000162733","DDR2"
"ENSG00000162734","PEA15"
"ENSG00000162735","PEX19"
"ENSG00000162736","NCSTN"
"ENSG00000162738","VANGL2"
"ENSG00000162739","SLAMF6"
"ENSG00000162745","OLFML2B"
"ENSG00000162746","FCRLB"
"ENSG00000162747","FCGR3B"
"ENSG00000162753","SLC9C2"
"ENSG00000162755","KLHDC9"
"ENSG00000162757","C1orf74"
"ENSG00000162761","LMX1A"
"ENSG00000162763","LRRC52"
"ENSG00000162769","FLVCR1"
"ENSG00000162771","GARIN4"
"ENSG00000162772","ATF3"
"ENSG00000162775","RBM15"
"ENSG00000162777","DENND2D"
"ENSG00000162779","AXDND1"
"ENSG00000162782","TDRD5"
"ENSG00000162783","IER5"
"ENSG00000162804","SNED1"
"ENSG00000162813","BPNT1"
"ENSG00000162814","SPATA17"
"ENSG00000162817","C1orf115"
"ENSG00000162819","BROX"
"ENSG00000162825","NBPF20"
"ENSG00000162836","ACP6"
"ENSG00000162843","WDR64"
"ENSG00000162849","KIF26B"
"ENSG00000162851","TFB2M"
"ENSG00000162852","CNST"
"ENSG00000162869","PPP1R21"
"ENSG00000162873","KLHDC8A"
"ENSG00000162877","PM20D1"
"ENSG00000162878","PKDCC"
"ENSG00000162881","OXER1"
"ENSG00000162882","HAAO"
"ENSG00000162885","B3GALNT2"
"ENSG00000162888","C1orf147"
"ENSG00000162889","MAPKAPK2"
"ENSG00000162891","IL20"
"ENSG00000162892","IL24"
"ENSG00000162894","FCMR"
"ENSG00000162896","PIGR"
"ENSG00000162897","FCAMR"
"ENSG00000162909","CAPN2"
"ENSG00000162910","MRPL55"
"ENSG00000162913","OBSCN-AS1"
"ENSG00000162923","WDR26"
"ENSG00000162924","REL"
"ENSG00000162927","PUS10"
"ENSG00000162928","PEX13"
"ENSG00000162929","SANBR"
"ENSG00000162931","TRIM17"
"ENSG00000162944","RFTN2"
"ENSG00000162946","DISC1"
"ENSG00000162947","LINC01931"
"ENSG00000162949","CAPN13"
"ENSG00000162951","LRRTM1"
"ENSG00000162959","MEMO1"
"ENSG00000162961","DPY30"
"ENSG00000162971","TYW5"
"ENSG00000162972","MAIP1"
"ENSG00000162975","KCNF1"
"ENSG00000162976","SLC66A3"
"ENSG00000162980","ARL5A"
"ENSG00000162981","LRATD1"
"ENSG00000162989","KCNJ3"
"ENSG00000162992","NEUROD1"
"ENSG00000162994","CLHC1"
"ENSG00000162997","PRORSD1P"
"ENSG00000162998","FRZB"
"ENSG00000162999","DUSP19"
"ENSG00000163001","CFAP36"
"ENSG00000163002","NUP35"
"ENSG00000163006","CCDC138"
"ENSG00000163012","ZSWIM2"
"ENSG00000163013","FBXO41"
"ENSG00000163017","ACTG2"
"ENSG00000163026","WDCP"
"ENSG00000163029","SMC6"
"ENSG00000163032","VSNL1"
"ENSG00000163040","CCDC74A"
"ENSG00000163041","H3-3A"
"ENSG00000163046","ANKRD30BL"
"ENSG00000163050","COQ8A"
"ENSG00000163053","SLC16A14"
"ENSG00000163060","TEKT4"
"ENSG00000163064","EN1"
"ENSG00000163069","SGCB"
"ENSG00000163071","SPATA18"
"ENSG00000163072","NOSTRIN"
"ENSG00000163075","CFAP221"
"ENSG00000163081","CCDC140"
"ENSG00000163082","SGPP2"
"ENSG00000163083","INHBB"
"ENSG00000163092","XIRP2"
"ENSG00000163093","BBS5"
"ENSG00000163098","BIRC8"
"ENSG00000163104","SMARCAD1"
"ENSG00000163106","HPGDS"
"ENSG00000163110","PDLIM5"
"ENSG00000163114","PDHA2"
"ENSG00000163116","STPG2"
"ENSG00000163121","NEURL3"
"ENSG00000163125","RPRD2"
"ENSG00000163126","ANKRD23"
"ENSG00000163131","CTSS"
"ENSG00000163132","MSX1"
"ENSG00000163138","PACRGL"
"ENSG00000163141","BNIPL"
"ENSG00000163145","C1QTNF7"
"ENSG00000163154","TNFAIP8L2"
"ENSG00000163155","LYSMD1"
"ENSG00000163156","SCNM1"
"ENSG00000163156","TNFAIP8L2-SCNM1"
"ENSG00000163157","TMOD4"
"ENSG00000163159","VPS72"
"ENSG00000163161","ERCC3"
"ENSG00000163162","RNF149"
"ENSG00000163166","IWS1"
"ENSG00000163170","BOLA3"
"ENSG00000163171","CDC42EP3"
"ENSG00000163191","S100A11"
"ENSG00000163202","LCE3D"
"ENSG00000163206","SMCP"
"ENSG00000163207","IVL"
"ENSG00000163209","SPRR3"
"ENSG00000163214","DHX57"
"ENSG00000163216","SPRR2D"
"ENSG00000163217","BMP10"
"ENSG00000163218","PGLYRP4"
"ENSG00000163219","ARHGAP25"
"ENSG00000163220","S100A9"
"ENSG00000163221","S100A12"
"ENSG00000163235","TGFA"
"ENSG00000163239","TDRD10"
"ENSG00000163249","CCNYL1"
"ENSG00000163251","FZD5"
"ENSG00000163254","CRYGC"
"ENSG00000163257","DCAF16"
"ENSG00000163263","CFAP141"
"ENSG00000163273","NPPC"
"ENSG00000163281","GNPDA2"
"ENSG00000163283","ALPP"
"ENSG00000163285","GABRG1"
"ENSG00000163286","ALPG"
"ENSG00000163288","GABRB1"
"ENSG00000163291","PAQR3"
"ENSG00000163293","NIPAL1"
"ENSG00000163295","ALPI"
"ENSG00000163297","ANTXR2"
"ENSG00000163312","HELQ"
"ENSG00000163319","MRPS18C"
"ENSG00000163320","CGGBP1"
"ENSG00000163322","ABRAXAS1"
"ENSG00000163328","GPR155"
"ENSG00000163331","DAPL1"
"ENSG00000163344","PMVK"
"ENSG00000163346","PBXIP1"
"ENSG00000163347","CLDN1"
"ENSG00000163348","PYGO2"
"ENSG00000163349","HIPK1"
"ENSG00000163352","LENEP"
"ENSG00000163354","DCST2"
"ENSG00000163357","DCST1"
"ENSG00000163359","COL6A3"
"ENSG00000163362","INAVA"
"ENSG00000163364","LINC01116"
"ENSG00000163374","YY1AP1"
"ENSG00000163376","KBTBD8"
"ENSG00000163377","TAFA4"
"ENSG00000163378","EOGT"
"ENSG00000163380","LMOD3"
"ENSG00000163382","NAXE"
"ENSG00000163389","POGLUT1"
"ENSG00000163393","SLC22A15"
"ENSG00000163394","CCKAR"
"ENSG00000163395","IGFN1"
"ENSG00000163399","ATP1A1"
"ENSG00000163406","SLC15A2"
"ENSG00000163412","EIF4E3"
"ENSG00000163421","PROK2"
"ENSG00000163424","TEX55"
"ENSG00000163428","LRRC58"
"ENSG00000163430","FSTL1"
"ENSG00000163431","LMOD1"
"ENSG00000163435","ELF3"
"ENSG00000163440","PDCL2"
"ENSG00000163444","TMEM183A"
"ENSG00000163449","TMEM169"
"ENSG00000163453","IGFBP7"
"ENSG00000163462","TRIM46"
"ENSG00000163463","KRTCAP2"
"ENSG00000163464","CXCR1"
"ENSG00000163466","ARPC2"
"ENSG00000163467","TSACC"
"ENSG00000163468","CCT3"
"ENSG00000163472","TMEM79"
"ENSG00000163479","SSR2"
"ENSG00000163481","RNF25"
"ENSG00000163482","STK36"
"ENSG00000163485","ADORA1"
"ENSG00000163491","NEK10"
"ENSG00000163492","CCDC141"
"ENSG00000163497","FEV"
"ENSG00000163499","CRYBA2"
"ENSG00000163501","IHH"
"ENSG00000163507","CIP2A"
"ENSG00000163508","EOMES"
"ENSG00000163510","CWC22"
"ENSG00000163512","AZI2"
"ENSG00000163513","TGFBR2"
"ENSG00000163513",NA
"ENSG00000163515","RETNLB"
"ENSG00000163516","ANKZF1"
"ENSG00000163517","HDAC11"
"ENSG00000163518","FCRL4"
"ENSG00000163519","TRAT1"
"ENSG00000163520","FBLN2"
"ENSG00000163521","GLB1L"
"ENSG00000163527","STT3B"
"ENSG00000163528","CHCHD4"
"ENSG00000163530","DPPA2"
"ENSG00000163531","NFASC"
"ENSG00000163534","FCRL1"
"ENSG00000163535","SGO2"
"ENSG00000163536","SERPINI1"
"ENSG00000163539","CLASP2"
"ENSG00000163541","SUCLG1"
"ENSG00000163545","NUAK2"
"ENSG00000163554","SPTA1"
"ENSG00000163558","PRKCI"
"ENSG00000163563","MNDA"
"ENSG00000163564","PYHIN1"
"ENSG00000163565","IFI16"
"ENSG00000163568","AIM2"
"ENSG00000163576","EFHB"
"ENSG00000163577","EIF5A2"
"ENSG00000163581","SLC2A2"
"ENSG00000163584","RPL22L1"
"ENSG00000163586","FABP1"
"ENSG00000163590","PPM1L"
"ENSG00000163596","ICA1L"
"ENSG00000163597","SNHG16"
"ENSG00000163599","CTLA4"
"ENSG00000163600","ICOS"
"ENSG00000163602","RYBP"
"ENSG00000163605","PPP4R2"
"ENSG00000163606","CD200R1"
"ENSG00000163607","GTPBP8"
"ENSG00000163608","NEPRO"
"ENSG00000163611","SPICE1"
"ENSG00000163612",NA
"ENSG00000163617","CCDC191"
"ENSG00000163618","CADPS"
"ENSG00000163623","NKX6-1"
"ENSG00000163624","CDS1"
"ENSG00000163625","WDFY3"
"ENSG00000163626","COX18"
"ENSG00000163629","PTPN13"
"ENSG00000163630","SYNPR"
"ENSG00000163631","ALB"
"ENSG00000163632","C3orf49"
"ENSG00000163633","C4orf36"
"ENSG00000163634","THOC7"
"ENSG00000163635","ATXN7"
"ENSG00000163636","PSMD6"
"ENSG00000163637","PRICKLE2"
"ENSG00000163638","ADAMTS9"
"ENSG00000163644","PPM1K"
"ENSG00000163645","ERICH6"
"ENSG00000163646","CLRN1"
"ENSG00000163655","GMPS"
"ENSG00000163659","TIPARP"
"ENSG00000163660","CCNL1"
"ENSG00000163661","PTX3"
"ENSG00000163666","HESX1"
"ENSG00000163673","DCLK3"
"ENSG00000163681","SLMAP"
"ENSG00000163682","RPL9"
"ENSG00000163683","SMIM14"
"ENSG00000163684","RPP14"
"ENSG00000163686","ABHD6"
"ENSG00000163687","DNASE1L3"
"ENSG00000163689","CFAP20DC"
"ENSG00000163694","RBM47"
"ENSG00000163697","APBB2"
"ENSG00000163701","IL17RE"
"ENSG00000163702","IL17RC"
"ENSG00000163703","CRELD1"
"ENSG00000163704","PRRT3"
"ENSG00000163705","FANCD2OS"
"ENSG00000163710","PCOLCE2"
"ENSG00000163714","U2SURP"
"ENSG00000163719","MTMR14"
"ENSG00000163728","TTC14"
"ENSG00000163734","CXCL3"
"ENSG00000163735","CXCL5"
"ENSG00000163736","PPBP"
"ENSG00000163737","PF4"
"ENSG00000163738","MTHFD2L"
"ENSG00000163739","CXCL1"
"ENSG00000163743","RCHY1"
"ENSG00000163746","PLSCR2"
"ENSG00000163749","CCDC158"
"ENSG00000163751","CPA3"
"ENSG00000163754","GYG1"
"ENSG00000163755","HPS3"
"ENSG00000163762","TM4SF18"
"ENSG00000163781","TOPBP1"
"ENSG00000163785","RYK"
"ENSG00000163788","SNRK"
"ENSG00000163792","TCF23"
"ENSG00000163793","DNAJC5G"
"ENSG00000163794","UCN"
"ENSG00000163795","ZNF513"
"ENSG00000163798","SLC4A1AP"
"ENSG00000163803","PLB1"
"ENSG00000163806","SPDYA"
"ENSG00000163807","KIAA1143"
"ENSG00000163808","KIF15"
"ENSG00000163810","TGM4"
"ENSG00000163811","WDR43"
"ENSG00000163812","ZDHHC3"
"ENSG00000163814","CDCP1"
"ENSG00000163815","CLEC3B"
"ENSG00000163817","SLC6A20"
"ENSG00000163818","LZTFL1"
"ENSG00000163820","FYCO1"
"ENSG00000163823","CCR1"
"ENSG00000163825","RTP3"
"ENSG00000163827","LRRC2"
"ENSG00000163832","ELP6"
"ENSG00000163833","FBXO40"
"ENSG00000163840","DTX3L"
"ENSG00000163848","ZNF148"
"ENSG00000163864","NMNAT3"
"ENSG00000163866","SMIM12"
"ENSG00000163867","ZMYM6"
"ENSG00000163870","TPRA1"
"ENSG00000163872","YEATS2"
"ENSG00000163873","GRIK3"
"ENSG00000163874","ZC3H12A"
"ENSG00000163875","MEAF6"
"ENSG00000163877","SNIP1"
"ENSG00000163879","DNALI1"
"ENSG00000163882","POLR2H"
"ENSG00000163884","KLF15"
"ENSG00000163885","CFAP100"
"ENSG00000163888","CAMK2N2"
"ENSG00000163898","LIPH"
"ENSG00000163900","TMEM41A"
"ENSG00000163902","RPN1"
"ENSG00000163904","SENP2"
"ENSG00000163909","HEYL"
"ENSG00000163913","IFT122"
"ENSG00000163914","RHO"
"ENSG00000163915","IGF2BP2-AS1"
"ENSG00000163918","RFC4"
"ENSG00000163923","RPL39L"
"ENSG00000163930","BAP1"
"ENSG00000163931","TKT"
"ENSG00000163932","PRKCD"
"ENSG00000163933","RFT1"
"ENSG00000163935","SFMBT1"
"ENSG00000163938","GNL3"
"ENSG00000163939","PBRM1"
"ENSG00000163945","UVSSA"
"ENSG00000163946","TASOR"
"ENSG00000163947","ARHGEF3"
"ENSG00000163950","SLBP"
"ENSG00000163956","LRPAP1"
"ENSG00000163958","ZDHHC19"
"ENSG00000163959","SLC51A"
"ENSG00000163960","UBXN7"
"ENSG00000163961","RNF168"
"ENSG00000163964","PIGX"
"ENSG00000163975","MELTF"
"ENSG00000163982","OTOP1"
"ENSG00000163993","S100P"
"ENSG00000163995","ABLIM2"
"ENSG00000164002","EXO5"
"ENSG00000164007","CLDN19"
"ENSG00000164008","C1orf50"
"ENSG00000164010","ERMAP"
"ENSG00000164011","ZNF691"
"ENSG00000164022","AIMP1"
"ENSG00000164023","SGMS2"
"ENSG00000164024","METAP1"
"ENSG00000164031","DNAJB14"
"ENSG00000164032","H2AZ1"
"ENSG00000164035","EMCN"
"ENSG00000164037","SLC9B1"
"ENSG00000164038","SLC9B2"
"ENSG00000164039","BDH2"
"ENSG00000164040","PGRMC2"
"ENSG00000164045","CDC25A"
"ENSG00000164047","CAMP"
"ENSG00000164048","ZNF589"
"ENSG00000164049","FBXW12"
"ENSG00000164050","PLXNB1"
"ENSG00000164051","CCDC51"
"ENSG00000164053","ATRIP"
"ENSG00000164053","ATRIP-TREX1"
"ENSG00000164054","SHISA5"
"ENSG00000164056","SPRY1"
"ENSG00000164061","BSN"
"ENSG00000164062","APEH"
"ENSG00000164066","INTU"
"ENSG00000164068","RNF123"
"ENSG00000164070","HSPA4L"
"ENSG00000164073","MFSD8"
"ENSG00000164073",NA
"ENSG00000164074","ABHD18"
"ENSG00000164076","CAMKV"
"ENSG00000164077","MON1A"
"ENSG00000164078","MST1R"
"ENSG00000164080","RAD54L2"
"ENSG00000164081","TEX264"
"ENSG00000164082","GRM2"
"ENSG00000164086","DUSP7"
"ENSG00000164087","POC1A"
"ENSG00000164088","PPM1M"
"ENSG00000164089","ETNPPL"
"ENSG00000164091","WDR82"
"ENSG00000164093","PITX2"
"ENSG00000164096","C4orf3"
"ENSG00000164099","PRSS12"
"ENSG00000164100","NDST3"
"ENSG00000164104","HMGB2"
"ENSG00000164105","SAP30"
"ENSG00000164106","SCRG1"
"ENSG00000164107","HAND2"
"ENSG00000164109","MAD2L1"
"ENSG00000164111","ANXA5"
"ENSG00000164112","SMIM43"
"ENSG00000164113","ADAD1"
"ENSG00000164114","MAP9"
"ENSG00000164116","GUCY1A1"
"ENSG00000164117","FBXO8"
"ENSG00000164118","CEP44"
"ENSG00000164120","HPGD"
"ENSG00000164122","ASB5"
"ENSG00000164123","C4orf45"
"ENSG00000164124","TMEM144"
"ENSG00000164125","GASK1B"
"ENSG00000164128","NPY1R"
"ENSG00000164129","NPY5R"
"ENSG00000164134","NAA15"
"ENSG00000164136","IL15"
"ENSG00000164142","FHIP1A"
"ENSG00000164144","ARFIP1"
"ENSG00000164151","ICE1"
"ENSG00000164161","HHIP"
"ENSG00000164162","ANAPC10"
"ENSG00000164163","ABCE1"
"ENSG00000164164","OTUD4"
"ENSG00000164167","LSM6"
"ENSG00000164168","TMEM184C"
"ENSG00000164169","PRMT9"
"ENSG00000164171","ITGA2"
"ENSG00000164172","MOCS2"
"ENSG00000164175","SLC45A2"
"ENSG00000164176","EDIL3"
"ENSG00000164180","TMEM161B"
"ENSG00000164181","ELOVL7"
"ENSG00000164182","NDUFAF2"
"ENSG00000164185","ZNF474"
"ENSG00000164187","LMBRD2"
"ENSG00000164188","RANBP3L"
"ENSG00000164190","NIPBL"
"ENSG00000164197","RNF180"
"ENSG00000164199","ADGRV1"
"ENSG00000164209","SLC25A46"
"ENSG00000164211","STARD4"
"ENSG00000164219","PGGT1B"
"ENSG00000164220","F2RL2"
"ENSG00000164221","CCDC112"
"ENSG00000164236","ANKRD33B"
"ENSG00000164237","CMBL"
"ENSG00000164241","C5orf63"
"ENSG00000164244","PRRC1"
"ENSG00000164251","F2RL1"
"ENSG00000164252","AGGF1"
"ENSG00000164253","WDR41"
"ENSG00000164256","PRDM9"
"ENSG00000164258","NDUFS4"
"ENSG00000164265","SCGB3A2"
"ENSG00000164266","SPINK1"
"ENSG00000164270","HTR4"
"ENSG00000164283","ESM1"
"ENSG00000164284","GRPEL2"
"ENSG00000164287","CDC20B"
"ENSG00000164291","ARSK"
"ENSG00000164292","RHOBTB3"
"ENSG00000164294","GPX8"
"ENSG00000164296","TIGD6"
"ENSG00000164299","SPZ1"
"ENSG00000164300","SERINC5"
"ENSG00000164303","ENPP6"
"ENSG00000164304","CAGE1"
"ENSG00000164305","CASP3"
"ENSG00000164306","PRIMPOL"
"ENSG00000164307","ERAP1"
"ENSG00000164308","ERAP2"
"ENSG00000164309","CMYA5"
"ENSG00000164318","EGFLAM"
"ENSG00000164323","CFAP97"
"ENSG00000164325","TMEM174"
"ENSG00000164326","CARTPT"
"ENSG00000164327","RICTOR"
"ENSG00000164329","TENT2"
"ENSG00000164330","EBF1"
"ENSG00000164331","ANKRA2"
"ENSG00000164332","UBLCP1"
"ENSG00000164334","FAM170A"
"ENSG00000164338","UTP15"
"ENSG00000164342","TLR3"
"ENSG00000164344","KLKB1"
"ENSG00000164346","NSA2"
"ENSG00000164347","GFM2"
"ENSG00000164362","TERT"
"ENSG00000164363","SLC6A18"
"ENSG00000164366","CCDC127"
"ENSG00000164379","FOXQ1"
"ENSG00000164385","LINC01600"
"ENSG00000164398","ACSL6"
"ENSG00000164399","IL3"
"ENSG00000164400","CSF2"
"ENSG00000164402","SEPTIN8"
"ENSG00000164403","SHROOM1"
"ENSG00000164404","GDF9"
"ENSG00000164405","UQCRQ"
"ENSG00000164406","LEAP2"
"ENSG00000164411","GJB7"
"ENSG00000164414","SLC35A1"
"ENSG00000164418","GRIK2"
"ENSG00000164430","CGAS"
"ENSG00000164434","FABP7"
"ENSG00000164438","TLX3"
"ENSG00000164440","TXLNB"
"ENSG00000164442","CITED2"
"ENSG00000164451","CALHM4"
"ENSG00000164458","TBXT"
"ENSG00000164463","CREBRF"
"ENSG00000164465","DCBLD1"
"ENSG00000164466","SFXN1"
"ENSG00000164483","SAMD3"
"ENSG00000164484","TMEM200A"
"ENSG00000164485","IL22RA2"
"ENSG00000164488","DACT2"
"ENSG00000164494","PDSS2"
"ENSG00000164500","SPATA48"
"ENSG00000164506","STXBP5"
"ENSG00000164508","H2AC1"
"ENSG00000164509","IL31RA"
"ENSG00000164512","ANKRD55"
"ENSG00000164520","RAET1E"
"ENSG00000164530","PI16"
"ENSG00000164532","TBX20"
"ENSG00000164535","DAGLB"
"ENSG00000164542","KIAA0895"
"ENSG00000164543","STK17A"
"ENSG00000164548","TRA2A"
"ENSG00000164556","FAM183BP"
"ENSG00000164574","GALNT10"
"ENSG00000164576","SAP30L"
"ENSG00000164587","RPS14"
"ENSG00000164588","HCN1"
"ENSG00000164591","MYOZ3"
"ENSG00000164597","COG5"
"ENSG00000164600","NEUROD6"
"ENSG00000164603","BMT2"
"ENSG00000164604","GPR85"
"ENSG00000164609","SLU7"
"ENSG00000164610","RP9"
"ENSG00000164611","PTTG1"
"ENSG00000164615","CAMLG"
"ENSG00000164619","BMPER"
"ENSG00000164620","RELL2"
"ENSG00000164621","SMAD5-AS1"
"ENSG00000164626","KCNK5"
"ENSG00000164627","KIF6"
"ENSG00000164631","ZNF12"
"ENSG00000164638","SLC29A4"
"ENSG00000164645","TEX47"
"ENSG00000164647","STEAP1"
"ENSG00000164649","CDCA7L"
"ENSG00000164651","SP8"
"ENSG00000164654","MIOS"
"ENSG00000164659","ELAPOR2"
"ENSG00000164663","USP49"
"ENSG00000164674","SYTL3"
"ENSG00000164675","IQUB"
"ENSG00000164683","HEY1"
"ENSG00000164684","ZNF704"
"ENSG00000164687","FABP5"
"ENSG00000164690","SHH"
"ENSG00000164691","TAGAP"
"ENSG00000164692","COL1A2"
"ENSG00000164694","FNDC1"
"ENSG00000164695","CHMP4C"
"ENSG00000164707","SLC13A4"
"ENSG00000164708","PGAM2"
"ENSG00000164713","BRI3"
"ENSG00000164715","LMTK2"
"ENSG00000164729","SLC35G3"
"ENSG00000164733","CTSB"
"ENSG00000164736","SOX17"
"ENSG00000164740",NA
"ENSG00000164741","DLC1"
"ENSG00000164742","ADCY1"
"ENSG00000164743","C8orf48"
"ENSG00000164744","SUN3"
"ENSG00000164746","C7orf57"
"ENSG00000164749","HNF4G"
"ENSG00000164751","PEX2"
"ENSG00000164754","RAD21"
"ENSG00000164756","SLC30A8"
"ENSG00000164758","MED30"
"ENSG00000164761","TNFRSF11B"
"ENSG00000164764","SBSPON"
"ENSG00000164776","PHKG1"
"ENSG00000164778","EN2"
"ENSG00000164794","KCNV1"
"ENSG00000164796","CSMD3"
"ENSG00000164808","SPIDR"
"ENSG00000164815","ORC5"
"ENSG00000164816","DEFA5"
"ENSG00000164818","DNAAF5"
"ENSG00000164821","DEFA4"
"ENSG00000164822","DEFA6"
"ENSG00000164823","OSGIN2"
"ENSG00000164825","DEFB1"
"ENSG00000164828","SUN1"
"ENSG00000164830","OXR1"
"ENSG00000164841","TMEM74"
"ENSG00000164849","GPR146"
"ENSG00000164850","GPER1"
"ENSG00000164853","UNCX"
"ENSG00000164855","TMEM184A"
"ENSG00000164867","NOS3"
"ENSG00000164871","SPAG11B"
"ENSG00000164877","MICALL2"
"ENSG00000164879","CA3"
"ENSG00000164880","INTS1"
"ENSG00000164885","CDK5"
"ENSG00000164889","SLC4A2"
"ENSG00000164893","SLC7A13"
"ENSG00000164896","FASTK"
"ENSG00000164897","TMUB1"
"ENSG00000164898","FMC1"
"ENSG00000164900","GBX1"
"ENSG00000164902","PHAX"
"ENSG00000164904","ALDH7A1"
"ENSG00000164916","FOXK1"
"ENSG00000164919","COX6C"
"ENSG00000164920","OSR2"
"ENSG00000164924","YWHAZ"
"ENSG00000164929","BAALC"
"ENSG00000164930","FZD6"
"ENSG00000164932","CTHRC1"
"ENSG00000164933","SLC25A32"
"ENSG00000164934","DCAF13"
"ENSG00000164935","DCSTAMP"
"ENSG00000164938","TP53INP1"
"ENSG00000164941","INTS8"
"ENSG00000164944","VIRMA"
"ENSG00000164946","FREM1"
"ENSG00000164949","GEM"
"ENSG00000164951","PDP1"
"ENSG00000164953","TMEM67"
"ENSG00000164961","WASHC5"
"ENSG00000164967","RPP25L"
"ENSG00000164970","FAM219A"
"ENSG00000164972","C9orf24"
"ENSG00000164975","SNAPC3"
"ENSG00000164976","MYORG"
"ENSG00000164978","NUDT2"
"ENSG00000164983","TMEM65"
"ENSG00000164985","PSIP1"
"ENSG00000164989","CCDC171"
"ENSG00000165006","UBAP1"
"ENSG00000165023","DIRAS2"
"ENSG00000165025","SYK"
"ENSG00000165028","NIPSNAP3B"
"ENSG00000165029","ABCA1"
"ENSG00000165030","NFIL3"
"ENSG00000165046","LETM2"
"ENSG00000165055","METTL2B"
"ENSG00000165059","PRKACG"
"ENSG00000165060","FXN"
"ENSG00000165061","ZMAT4"
"ENSG00000165066","NKX6-3"
"ENSG00000165071","TMEM71"
"ENSG00000165072","MAMDC2"
"ENSG00000165076","PRSS37"
"ENSG00000165078","CPA6"
"ENSG00000165084","C8orf34"
"ENSG00000165091","TMC1"
"ENSG00000165092","ALDH1A1"
"ENSG00000165097","KDM1B"
"ENSG00000165102","HGSNAT"
"ENSG00000165105","RASEF"
"ENSG00000165113","GKAP1"
"ENSG00000165115","KIF27"
"ENSG00000165118","C9orf64"
"ENSG00000165119","HNRNPK"
"ENSG00000165120","SSMEM1"
"ENSG00000165124","SVEP1"
"ENSG00000165125","TRPV6"
"ENSG00000165131","LLCFC1"
"ENSG00000165138","ANKS6"
"ENSG00000165140","FBP1"
"ENSG00000165152","PGAP4"
"ENSG00000165156","ZHX1"
"ENSG00000165164","CFAP47"
"ENSG00000165168","CYBB"
"ENSG00000165169","DYNLT3"
"ENSG00000165171","METTL27"
"ENSG00000165175","MID1IP1"
"ENSG00000165178","NCF1C"
"ENSG00000165181","SHOC1"
"ENSG00000165182","CXorf58"
"ENSG00000165185","KIAA1958"
"ENSG00000165186","PTCHD1"
"ENSG00000165188","RNF183"
"ENSG00000165192","ASB11"
"ENSG00000165194","PCDH19"
"ENSG00000165195","PIGA"
"ENSG00000165197","VEGFD"
